class_id,class_name,image_name,image_path
0,cat,5entirsp.JPEG,data/train/5entirsp.JPEG
0,cat,u39q3tbk.JPEG,data/train/u39q3tbk.JPEG
0,cat,owckt8gw.JPEG,data/train/owckt8gw.JPEG
0,cat,iss1wk8h.JPEG,data/train/iss1wk8h.JPEG
0,cat,z9h0ivht.JPEG,data/train/z9h0ivht.JPEG
0,cat,kr9vbkhu.JPEG,data/train/kr9vbkhu.JPEG
0,cat,gk35ard0.JPEG,data/train/gk35ard0.JPEG
0,cat,bvi6zfg4.JPEG,data/train/bvi6zfg4.JPEG
0,cat,ju240zkf.JPEG,data/train/ju240zkf.JPEG
0,cat,s7wj3lgl.JPEG,data/train/s7wj3lgl.JPEG
0,cat,iio8d4k4.JPEG,data/train/iio8d4k4.JPEG
0,cat,0lc03vf8.JPEG,data/train/0lc03vf8.JPEG
0,cat,fhshj765.JPEG,data/train/fhshj765.JPEG
0,cat,8wgs2f27.JPEG,data/train/8wgs2f27.JPEG
0,cat,nlvzy3gb.JPEG,data/train/nlvzy3gb.JPEG
0,cat,cbk99dmo.JPEG,data/train/cbk99dmo.JPEG
0,cat,ga27jkj0.JPEG,data/train/ga27jkj0.JPEG
0,cat,hv14vkp5.JPEG,data/train/hv14vkp5.JPEG
0,cat,tl3ot6wd.JPEG,data/train/tl3ot6wd.JPEG
0,cat,hqgj7qkk.JPEG,data/train/hqgj7qkk.JPEG
0,cat,ft3jrax5.JPEG,data/train/ft3jrax5.JPEG
0,cat,t1pv13xs.JPEG,data/train/t1pv13xs.JPEG
0,cat,18scxk78.JPEG,data/train/18scxk78.JPEG
0,cat,3k2fjio5.JPEG,data/train/3k2fjio5.JPEG
0,cat,iyyghyzd.JPEG,data/train/iyyghyzd.JPEG
0,cat,44dcbk2k.JPEG,data/train/44dcbk2k.JPEG
0,cat,d5lmsjvv.JPEG,data/train/d5lmsjvv.JPEG
0,cat,ddq84qul.JPEG,data/train/ddq84qul.JPEG
0,cat,hwv69zpi.JPEG,data/train/hwv69zpi.JPEG
0,cat,rrb5onyc.JPEG,data/train/rrb5onyc.JPEG
0,cat,r3mlbins.JPEG,data/train/r3mlbins.JPEG
0,cat,0xsn70k4.JPEG,data/train/0xsn70k4.JPEG
0,cat,uorxw0x7.JPEG,data/train/uorxw0x7.JPEG
0,cat,bch5q6yb.JPEG,data/train/bch5q6yb.JPEG
0,cat,z1vvcg0p.JPEG,data/train/z1vvcg0p.JPEG
0,cat,iesof4bl.JPEG,data/train/iesof4bl.JPEG
0,cat,k0j7wh4f.JPEG,data/train/k0j7wh4f.JPEG
0,cat,knbqcvei.JPEG,data/train/knbqcvei.JPEG
0,cat,kgwkdlyw.JPEG,data/train/kgwkdlyw.JPEG
0,cat,tuv6s96j.JPEG,data/train/tuv6s96j.JPEG
0,cat,x19cq8c6.JPEG,data/train/x19cq8c6.JPEG
0,cat,vsqusi1y.JPEG,data/train/vsqusi1y.JPEG
0,cat,yr4zclt3.JPEG,data/train/yr4zclt3.JPEG
0,cat,2o5zj4su.JPEG,data/train/2o5zj4su.JPEG
0,cat,x2d6etlq.JPEG,data/train/x2d6etlq.JPEG
0,cat,xcnttwni.JPEG,data/train/xcnttwni.JPEG
0,cat,v98zmb2u.JPEG,data/train/v98zmb2u.JPEG
0,cat,altgvzjk.JPEG,data/train/altgvzjk.JPEG
0,cat,pg1zdv26.JPEG,data/train/pg1zdv26.JPEG
0,cat,656d50w1.JPEG,data/train/656d50w1.JPEG
0,cat,stvneeyx.JPEG,data/train/stvneeyx.JPEG
0,cat,59gpc5ht.JPEG,data/train/59gpc5ht.JPEG
0,cat,a3xc8j8b.JPEG,data/train/a3xc8j8b.JPEG
0,cat,kd0ps5qr.JPEG,data/train/kd0ps5qr.JPEG
0,cat,pp3tsbjp.JPEG,data/train/pp3tsbjp.JPEG
0,cat,d7l5sckr.JPEG,data/train/d7l5sckr.JPEG
0,cat,ijdykxzw.JPEG,data/train/ijdykxzw.JPEG
0,cat,oyk9v89y.JPEG,data/train/oyk9v89y.JPEG
0,cat,r68fjvpn.JPEG,data/train/r68fjvpn.JPEG
0,cat,mw4odsae.JPEG,data/train/mw4odsae.JPEG
0,cat,7fu2o6yd.JPEG,data/train/7fu2o6yd.JPEG
0,cat,0vsl7cog.JPEG,data/train/0vsl7cog.JPEG
0,cat,a6w2oge7.JPEG,data/train/a6w2oge7.JPEG
0,cat,g0u4b3ps.JPEG,data/train/g0u4b3ps.JPEG
0,cat,apa1tjb2.JPEG,data/train/apa1tjb2.JPEG
0,cat,y776eqf5.JPEG,data/train/y776eqf5.JPEG
0,cat,vr2w0nz0.JPEG,data/train/vr2w0nz0.JPEG
0,cat,bf8b5tbo.JPEG,data/train/bf8b5tbo.JPEG
0,cat,rh23m07l.JPEG,data/train/rh23m07l.JPEG
0,cat,aqkxrxf1.JPEG,data/train/aqkxrxf1.JPEG
0,cat,raovnmdl.JPEG,data/train/raovnmdl.JPEG
0,cat,4ipnyncy.JPEG,data/train/4ipnyncy.JPEG
0,cat,zf0go4qh.JPEG,data/train/zf0go4qh.JPEG
0,cat,yxazsooq.JPEG,data/train/yxazsooq.JPEG
0,cat,hk9pun3f.JPEG,data/train/hk9pun3f.JPEG
0,cat,csxvl9kk.JPEG,data/train/csxvl9kk.JPEG
0,cat,269jmx86.JPEG,data/train/269jmx86.JPEG
0,cat,278frx0g.JPEG,data/train/278frx0g.JPEG
0,cat,jiju78xi.JPEG,data/train/jiju78xi.JPEG
0,cat,u096g8d8.JPEG,data/train/u096g8d8.JPEG
0,cat,6pb0h2hi.JPEG,data/train/6pb0h2hi.JPEG
0,cat,eaq2wsu2.JPEG,data/train/eaq2wsu2.JPEG
0,cat,ru34dcgm.JPEG,data/train/ru34dcgm.JPEG
0,cat,fbpgeu59.JPEG,data/train/fbpgeu59.JPEG
0,cat,2zxdpk0e.JPEG,data/train/2zxdpk0e.JPEG
0,cat,z0qqfcbp.JPEG,data/train/z0qqfcbp.JPEG
0,cat,cjeno7oi.JPEG,data/train/cjeno7oi.JPEG
0,cat,zbc3ynpn.JPEG,data/train/zbc3ynpn.JPEG
0,cat,idlbol6z.JPEG,data/train/idlbol6z.JPEG
0,cat,e3g8h6me.JPEG,data/train/e3g8h6me.JPEG
0,cat,dwobff86.JPEG,data/train/dwobff86.JPEG
0,cat,ddtix7j5.JPEG,data/train/ddtix7j5.JPEG
0,cat,fctam5sf.JPEG,data/train/fctam5sf.JPEG
0,cat,mjx63xxo.JPEG,data/train/mjx63xxo.JPEG
0,cat,7d7qvn53.JPEG,data/train/7d7qvn53.JPEG
0,cat,xsl1yk2y.JPEG,data/train/xsl1yk2y.JPEG
0,cat,8nyrkn9f.JPEG,data/train/8nyrkn9f.JPEG
0,cat,9wvh198t.JPEG,data/train/9wvh198t.JPEG
0,cat,9i9if4g5.JPEG,data/train/9i9if4g5.JPEG
0,cat,dmba3eg1.JPEG,data/train/dmba3eg1.JPEG
0,cat,2tqev5et.JPEG,data/train/2tqev5et.JPEG
0,cat,9afahbw3.JPEG,data/train/9afahbw3.JPEG
0,cat,g0dmxxdb.JPEG,data/train/g0dmxxdb.JPEG
0,cat,im98leb8.JPEG,data/train/im98leb8.JPEG
0,cat,beba2u7e.JPEG,data/train/beba2u7e.JPEG
0,cat,dob5httw.JPEG,data/train/dob5httw.JPEG
0,cat,0x4op9h5.JPEG,data/train/0x4op9h5.JPEG
0,cat,cdj6s0fm.JPEG,data/train/cdj6s0fm.JPEG
0,cat,3tlx292i.JPEG,data/train/3tlx292i.JPEG
0,cat,ejojekeq.JPEG,data/train/ejojekeq.JPEG
0,cat,18kvqy1x.JPEG,data/train/18kvqy1x.JPEG
0,cat,sxmdu3sl.JPEG,data/train/sxmdu3sl.JPEG
0,cat,x8iougjn.JPEG,data/train/x8iougjn.JPEG
0,cat,mm7w897x.JPEG,data/train/mm7w897x.JPEG
0,cat,hutv5lwh.JPEG,data/train/hutv5lwh.JPEG
0,cat,tm013hbr.JPEG,data/train/tm013hbr.JPEG
0,cat,uayfdwua.JPEG,data/train/uayfdwua.JPEG
0,cat,d0o57duf.JPEG,data/train/d0o57duf.JPEG
0,cat,6ssk7l9a.JPEG,data/train/6ssk7l9a.JPEG
0,cat,qy23kdnw.JPEG,data/train/qy23kdnw.JPEG
0,cat,07ij22ye.JPEG,data/train/07ij22ye.JPEG
0,cat,vzkpk0yj.JPEG,data/train/vzkpk0yj.JPEG
0,cat,xds0w1ye.JPEG,data/train/xds0w1ye.JPEG
0,cat,chvemxsj.JPEG,data/train/chvemxsj.JPEG
0,cat,fb1pzzne.JPEG,data/train/fb1pzzne.JPEG
0,cat,gya1d5fu.JPEG,data/train/gya1d5fu.JPEG
0,cat,wn226qlx.JPEG,data/train/wn226qlx.JPEG
0,cat,0i7ujn39.JPEG,data/train/0i7ujn39.JPEG
0,cat,p6vqy0gp.JPEG,data/train/p6vqy0gp.JPEG
0,cat,ym4af15a.JPEG,data/train/ym4af15a.JPEG
0,cat,vrxv1bb5.JPEG,data/train/vrxv1bb5.JPEG
0,cat,y3j6qyo6.JPEG,data/train/y3j6qyo6.JPEG
0,cat,cszohowy.JPEG,data/train/cszohowy.JPEG
0,cat,vlvjczs4.JPEG,data/train/vlvjczs4.JPEG
0,cat,3kcm78w8.JPEG,data/train/3kcm78w8.JPEG
0,cat,vnyfuoeq.JPEG,data/train/vnyfuoeq.JPEG
0,cat,z032kpp5.JPEG,data/train/z032kpp5.JPEG
0,cat,xgfngin5.JPEG,data/train/xgfngin5.JPEG
0,cat,m1ld6p7h.JPEG,data/train/m1ld6p7h.JPEG
0,cat,02ruz9py.JPEG,data/train/02ruz9py.JPEG
0,cat,1g4yyaiy.JPEG,data/train/1g4yyaiy.JPEG
0,cat,vgmx7yhc.JPEG,data/train/vgmx7yhc.JPEG
0,cat,ws2k9y7y.JPEG,data/train/ws2k9y7y.JPEG
0,cat,03a8ilal.JPEG,data/train/03a8ilal.JPEG
0,cat,b5qq5tv3.JPEG,data/train/b5qq5tv3.JPEG
0,cat,cjztgdlg.JPEG,data/train/cjztgdlg.JPEG
0,cat,ynxrz1tp.JPEG,data/train/ynxrz1tp.JPEG
0,cat,wkvcm68z.JPEG,data/train/wkvcm68z.JPEG
0,cat,3vgs4zto.JPEG,data/train/3vgs4zto.JPEG
0,cat,spyd2is9.JPEG,data/train/spyd2is9.JPEG
0,cat,ppy0gf1x.JPEG,data/train/ppy0gf1x.JPEG
0,cat,bygudfpg.JPEG,data/train/bygudfpg.JPEG
0,cat,im6ikbum.JPEG,data/train/im6ikbum.JPEG
0,cat,m5cgq7u2.JPEG,data/train/m5cgq7u2.JPEG
0,cat,8vvydnbh.JPEG,data/train/8vvydnbh.JPEG
0,cat,rgk8aqj7.JPEG,data/train/rgk8aqj7.JPEG
0,cat,5dwg0k70.JPEG,data/train/5dwg0k70.JPEG
0,cat,qxg5qtoq.JPEG,data/train/qxg5qtoq.JPEG
0,cat,eozp1lof.JPEG,data/train/eozp1lof.JPEG
0,cat,ds5wgca9.JPEG,data/train/ds5wgca9.JPEG
0,cat,wfxh1tzi.JPEG,data/train/wfxh1tzi.JPEG
0,cat,uernzgqy.JPEG,data/train/uernzgqy.JPEG
0,cat,edwxxdkt.JPEG,data/train/edwxxdkt.JPEG
0,cat,eq7ieq06.JPEG,data/train/eq7ieq06.JPEG
0,cat,tcld505w.JPEG,data/train/tcld505w.JPEG
0,cat,avw5oiki.JPEG,data/train/avw5oiki.JPEG
0,cat,i5m70ldk.JPEG,data/train/i5m70ldk.JPEG
0,cat,tyw4xkry.JPEG,data/train/tyw4xkry.JPEG
0,cat,lspoe3x7.JPEG,data/train/lspoe3x7.JPEG
0,cat,g78amweh.JPEG,data/train/g78amweh.JPEG
0,cat,dh7gg7r1.JPEG,data/train/dh7gg7r1.JPEG
0,cat,yljs55pi.JPEG,data/train/yljs55pi.JPEG
0,cat,vmjbll7k.JPEG,data/train/vmjbll7k.JPEG
0,cat,b42hcjhr.JPEG,data/train/b42hcjhr.JPEG
0,cat,pdplohvd.JPEG,data/train/pdplohvd.JPEG
0,cat,ljfog2w0.JPEG,data/train/ljfog2w0.JPEG
0,cat,ppjfynl0.JPEG,data/train/ppjfynl0.JPEG
0,cat,fpktnlt8.JPEG,data/train/fpktnlt8.JPEG
0,cat,7qjedlqj.JPEG,data/train/7qjedlqj.JPEG
0,cat,p7t8sox0.JPEG,data/train/p7t8sox0.JPEG
0,cat,xirnz63m.JPEG,data/train/xirnz63m.JPEG
0,cat,32w2bjtt.JPEG,data/train/32w2bjtt.JPEG
0,cat,ivm68wrs.JPEG,data/train/ivm68wrs.JPEG
0,cat,hqi0hicm.JPEG,data/train/hqi0hicm.JPEG
0,cat,5vx6fl0a.JPEG,data/train/5vx6fl0a.JPEG
0,cat,rfs1b1z7.JPEG,data/train/rfs1b1z7.JPEG
0,cat,nvhsb6es.JPEG,data/train/nvhsb6es.JPEG
0,cat,5sbr16fa.JPEG,data/train/5sbr16fa.JPEG
0,cat,b5kp1c8b.JPEG,data/train/b5kp1c8b.JPEG
0,cat,09om5ckj.JPEG,data/train/09om5ckj.JPEG
0,cat,aylxq6ut.JPEG,data/train/aylxq6ut.JPEG
0,cat,135t947o.JPEG,data/train/135t947o.JPEG
0,cat,64dwhn5l.JPEG,data/train/64dwhn5l.JPEG
0,cat,yd3siesx.JPEG,data/train/yd3siesx.JPEG
0,cat,m96z7gvh.JPEG,data/train/m96z7gvh.JPEG
0,cat,g1zfa14z.JPEG,data/train/g1zfa14z.JPEG
0,cat,hlm4k0nj.JPEG,data/train/hlm4k0nj.JPEG
0,cat,fcireqrc.JPEG,data/train/fcireqrc.JPEG
0,cat,i5x10paj.JPEG,data/train/i5x10paj.JPEG
0,cat,pm1bgz7d.JPEG,data/train/pm1bgz7d.JPEG
0,cat,k7qj1b80.JPEG,data/train/k7qj1b80.JPEG
0,cat,6dz334g7.JPEG,data/train/6dz334g7.JPEG
0,cat,hje1cefg.JPEG,data/train/hje1cefg.JPEG
0,cat,0rtcso0g.JPEG,data/train/0rtcso0g.JPEG
0,cat,tq5lz7vl.JPEG,data/train/tq5lz7vl.JPEG
0,cat,zqfbp3eg.JPEG,data/train/zqfbp3eg.JPEG
0,cat,077c43z6.JPEG,data/train/077c43z6.JPEG
0,cat,n4dw915u.JPEG,data/train/n4dw915u.JPEG
0,cat,k0g718e2.JPEG,data/train/k0g718e2.JPEG
0,cat,gp5okndg.JPEG,data/train/gp5okndg.JPEG
0,cat,1xhpcb8g.JPEG,data/train/1xhpcb8g.JPEG
0,cat,73603c24.JPEG,data/train/73603c24.JPEG
0,cat,bd966rhy.JPEG,data/train/bd966rhy.JPEG
0,cat,6tylqbgr.JPEG,data/train/6tylqbgr.JPEG
0,cat,iurrq28t.JPEG,data/train/iurrq28t.JPEG
0,cat,0vnhaa5b.JPEG,data/train/0vnhaa5b.JPEG
0,cat,ptmjb4hu.JPEG,data/train/ptmjb4hu.JPEG
0,cat,mm5b46tc.JPEG,data/train/mm5b46tc.JPEG
0,cat,1y2noef9.JPEG,data/train/1y2noef9.JPEG
0,cat,s7pj2oh9.JPEG,data/train/s7pj2oh9.JPEG
0,cat,xekobdq8.JPEG,data/train/xekobdq8.JPEG
0,cat,znsywvkb.JPEG,data/train/znsywvkb.JPEG
0,cat,sp9128nk.JPEG,data/train/sp9128nk.JPEG
0,cat,s51c8zv9.JPEG,data/train/s51c8zv9.JPEG
0,cat,wt165pyd.JPEG,data/train/wt165pyd.JPEG
0,cat,0p16acl2.JPEG,data/train/0p16acl2.JPEG
0,cat,h7xbynb2.JPEG,data/train/h7xbynb2.JPEG
0,cat,0uty9ww4.JPEG,data/train/0uty9ww4.JPEG
0,cat,lyswb1p4.JPEG,data/train/lyswb1p4.JPEG
0,cat,9dtzissv.JPEG,data/train/9dtzissv.JPEG
0,cat,d6kye7fj.JPEG,data/train/d6kye7fj.JPEG
0,cat,nxnmdp1o.JPEG,data/train/nxnmdp1o.JPEG
0,cat,fbg7ehps.JPEG,data/train/fbg7ehps.JPEG
0,cat,7k94ltvm.JPEG,data/train/7k94ltvm.JPEG
0,cat,vii3txdm.JPEG,data/train/vii3txdm.JPEG
0,cat,et31qxxa.JPEG,data/train/et31qxxa.JPEG
0,cat,s9tojh84.JPEG,data/train/s9tojh84.JPEG
0,cat,e869rxy4.JPEG,data/train/e869rxy4.JPEG
0,cat,hcz7hnf8.JPEG,data/train/hcz7hnf8.JPEG
0,cat,f1yf3zpj.JPEG,data/train/f1yf3zpj.JPEG
0,cat,p678gymv.JPEG,data/train/p678gymv.JPEG
0,cat,x9cev5rc.JPEG,data/train/x9cev5rc.JPEG
0,cat,o7f7yi9c.JPEG,data/train/o7f7yi9c.JPEG
0,cat,2bit4qsq.JPEG,data/train/2bit4qsq.JPEG
0,cat,dneykx8o.JPEG,data/train/dneykx8o.JPEG
0,cat,j86z0fhm.JPEG,data/train/j86z0fhm.JPEG
0,cat,of021itf.JPEG,data/train/of021itf.JPEG
0,cat,3z2fy6xi.JPEG,data/train/3z2fy6xi.JPEG
0,cat,erw8vavz.JPEG,data/train/erw8vavz.JPEG
0,cat,o140f90x.JPEG,data/train/o140f90x.JPEG
0,cat,0xfeu256.JPEG,data/train/0xfeu256.JPEG
0,cat,9i88jbwe.JPEG,data/train/9i88jbwe.JPEG
1,lemon,qlaebm65.JPEG,data/train/qlaebm65.JPEG
1,lemon,hifwxeo2.JPEG,data/train/hifwxeo2.JPEG
1,lemon,0h42aoc0.JPEG,data/train/0h42aoc0.JPEG
1,lemon,3mu55h6w.JPEG,data/train/3mu55h6w.JPEG
1,lemon,ukskfaat.JPEG,data/train/ukskfaat.JPEG
1,lemon,fu5v7t2u.JPEG,data/train/fu5v7t2u.JPEG
1,lemon,e3oez83v.JPEG,data/train/e3oez83v.JPEG
1,lemon,h03t7im1.JPEG,data/train/h03t7im1.JPEG
1,lemon,kvdfu7na.JPEG,data/train/kvdfu7na.JPEG
1,lemon,enykp6v4.JPEG,data/train/enykp6v4.JPEG
1,lemon,vzqvtuiu.JPEG,data/train/vzqvtuiu.JPEG
1,lemon,pst7lsd4.JPEG,data/train/pst7lsd4.JPEG
1,lemon,ivgfohb8.JPEG,data/train/ivgfohb8.JPEG
1,lemon,zxsosr8k.JPEG,data/train/zxsosr8k.JPEG
1,lemon,pw7mjlts.JPEG,data/train/pw7mjlts.JPEG
1,lemon,ynl6r4jh.JPEG,data/train/ynl6r4jh.JPEG
1,lemon,btv5if84.JPEG,data/train/btv5if84.JPEG
1,lemon,loraa2d9.JPEG,data/train/loraa2d9.JPEG
1,lemon,mij547xn.JPEG,data/train/mij547xn.JPEG
1,lemon,zjht480r.JPEG,data/train/zjht480r.JPEG
1,lemon,0iscgi9k.JPEG,data/train/0iscgi9k.JPEG
1,lemon,rwk2etje.JPEG,data/train/rwk2etje.JPEG
1,lemon,rh1ywiuk.JPEG,data/train/rh1ywiuk.JPEG
1,lemon,d72fstjo.JPEG,data/train/d72fstjo.JPEG
1,lemon,klhqhenl.JPEG,data/train/klhqhenl.JPEG
1,lemon,lj3ik36l.JPEG,data/train/lj3ik36l.JPEG
1,lemon,zre8aro4.JPEG,data/train/zre8aro4.JPEG
1,lemon,90wtb6zx.JPEG,data/train/90wtb6zx.JPEG
1,lemon,m7ujtiwi.JPEG,data/train/m7ujtiwi.JPEG
1,lemon,xec9e8xy.JPEG,data/train/xec9e8xy.JPEG
1,lemon,nk17wr7u.JPEG,data/train/nk17wr7u.JPEG
1,lemon,hxdh6amt.JPEG,data/train/hxdh6amt.JPEG
1,lemon,igwzo81m.JPEG,data/train/igwzo81m.JPEG
1,lemon,etna428a.JPEG,data/train/etna428a.JPEG
1,lemon,imy3thke.JPEG,data/train/imy3thke.JPEG
1,lemon,ds80qvgj.JPEG,data/train/ds80qvgj.JPEG
1,lemon,sayybhdm.JPEG,data/train/sayybhdm.JPEG
1,lemon,djdukja6.JPEG,data/train/djdukja6.JPEG
1,lemon,8j9qm6ho.JPEG,data/train/8j9qm6ho.JPEG
1,lemon,jxu7ir48.JPEG,data/train/jxu7ir48.JPEG
1,lemon,ys1pddph.JPEG,data/train/ys1pddph.JPEG
1,lemon,e9re2ijq.JPEG,data/train/e9re2ijq.JPEG
1,lemon,xdofece5.JPEG,data/train/xdofece5.JPEG
1,lemon,0etkp2dh.JPEG,data/train/0etkp2dh.JPEG
1,lemon,zl30otha.JPEG,data/train/zl30otha.JPEG
1,lemon,q9q4lw7h.JPEG,data/train/q9q4lw7h.JPEG
1,lemon,0uogxfzw.JPEG,data/train/0uogxfzw.JPEG
1,lemon,824yh0fw.JPEG,data/train/824yh0fw.JPEG
1,lemon,e490el10.JPEG,data/train/e490el10.JPEG
1,lemon,9p941pe6.JPEG,data/train/9p941pe6.JPEG
1,lemon,x8gp0uzr.JPEG,data/train/x8gp0uzr.JPEG
1,lemon,yzzs46k2.JPEG,data/train/yzzs46k2.JPEG
1,lemon,4fw1jzsa.JPEG,data/train/4fw1jzsa.JPEG
1,lemon,cr5z1iq8.JPEG,data/train/cr5z1iq8.JPEG
1,lemon,isfixizx.JPEG,data/train/isfixizx.JPEG
1,lemon,e7kdzpmw.JPEG,data/train/e7kdzpmw.JPEG
1,lemon,kqeyjql0.JPEG,data/train/kqeyjql0.JPEG
1,lemon,2ikty5cu.JPEG,data/train/2ikty5cu.JPEG
1,lemon,e8ukc1r4.JPEG,data/train/e8ukc1r4.JPEG
1,lemon,evpkd28n.JPEG,data/train/evpkd28n.JPEG
1,lemon,g38jyyug.JPEG,data/train/g38jyyug.JPEG
1,lemon,rxvejcbp.JPEG,data/train/rxvejcbp.JPEG
1,lemon,p0xc793a.JPEG,data/train/p0xc793a.JPEG
1,lemon,qukw0rqm.JPEG,data/train/qukw0rqm.JPEG
1,lemon,z6snx7ef.JPEG,data/train/z6snx7ef.JPEG
1,lemon,yjeyw07z.JPEG,data/train/yjeyw07z.JPEG
1,lemon,eei6vk52.JPEG,data/train/eei6vk52.JPEG
1,lemon,lf5h3zoa.JPEG,data/train/lf5h3zoa.JPEG
1,lemon,y3aqiqr9.JPEG,data/train/y3aqiqr9.JPEG
1,lemon,ht8m99si.JPEG,data/train/ht8m99si.JPEG
1,lemon,0nm13itx.JPEG,data/train/0nm13itx.JPEG
1,lemon,p2pkwa1t.JPEG,data/train/p2pkwa1t.JPEG
1,lemon,dibi9ajh.JPEG,data/train/dibi9ajh.JPEG
1,lemon,lp6yo96m.JPEG,data/train/lp6yo96m.JPEG
1,lemon,y8engi1i.JPEG,data/train/y8engi1i.JPEG
1,lemon,3txtcnv1.JPEG,data/train/3txtcnv1.JPEG
1,lemon,an1czbqv.JPEG,data/train/an1czbqv.JPEG
1,lemon,xpl6dxvw.JPEG,data/train/xpl6dxvw.JPEG
1,lemon,ypg0wlbl.JPEG,data/train/ypg0wlbl.JPEG
1,lemon,54u01ovs.JPEG,data/train/54u01ovs.JPEG
1,lemon,bt19a4td.JPEG,data/train/bt19a4td.JPEG
1,lemon,4nmqi5b4.JPEG,data/train/4nmqi5b4.JPEG
1,lemon,wsfzjgp7.JPEG,data/train/wsfzjgp7.JPEG
1,lemon,rbodtxn6.JPEG,data/train/rbodtxn6.JPEG
1,lemon,ndvi5ix1.JPEG,data/train/ndvi5ix1.JPEG
1,lemon,e9coob9j.JPEG,data/train/e9coob9j.JPEG
1,lemon,ogb8ezg3.JPEG,data/train/ogb8ezg3.JPEG
1,lemon,0ub159mu.JPEG,data/train/0ub159mu.JPEG
1,lemon,4nrapkoe.JPEG,data/train/4nrapkoe.JPEG
1,lemon,tpc496li.JPEG,data/train/tpc496li.JPEG
1,lemon,u7wl7pvn.JPEG,data/train/u7wl7pvn.JPEG
1,lemon,b8jrtek2.JPEG,data/train/b8jrtek2.JPEG
1,lemon,15jjjztx.JPEG,data/train/15jjjztx.JPEG
1,lemon,t4dfn3nc.JPEG,data/train/t4dfn3nc.JPEG
1,lemon,gik7d230.JPEG,data/train/gik7d230.JPEG
1,lemon,nmg8lcuc.JPEG,data/train/nmg8lcuc.JPEG
1,lemon,xehczj61.JPEG,data/train/xehczj61.JPEG
1,lemon,rr4naajw.JPEG,data/train/rr4naajw.JPEG
1,lemon,5aspu8io.JPEG,data/train/5aspu8io.JPEG
1,lemon,97x6rn9w.JPEG,data/train/97x6rn9w.JPEG
1,lemon,xb6d1w8i.JPEG,data/train/xb6d1w8i.JPEG
